"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"ACBD3",5.1139504824225,5.27239650903748,5.25625587320273,4.74038793246835,4.91169158187234,4.8171115727957
"ACBD4",3.16188768237689,3.28540221886225,2.97269265400426,3.41818994794577,3.54349588342577,3.5668151540109
"ACBD5",5.03077747199254,5.26865895502767,5.07382023329167,5.04045412134962,4.88849973551412,5.02547181462118
"ACBD6",5.74200621086674,5.58014548442338,5.48091134604775,5.47183776242229,5.21878116778407,5.47183776242229
"ACBD7",0.0285691521967709,0.0426443374084937,0.0285691521967709,0.367371065648529,0.286881147788162,0.321928094887362
"ACCS",2.70265754339091,2.44625622988956,2.4032677223393,2.97636363573276,2.77820857639809,2.81352468929781
"ACD",5.75835648293992,5.61529857909211,5.43128865429159,5.47929524299885,5.29792505250381,5.42794133250948
"ACE2",0.150559676575381,0.0285691521967709,0.321928094887362,0,0,0.0285691521967709
"ACER2",0.687060688339892,0.650764559116902,0.16349873228288,0.485426827170242,0.389566811762726,0.464668267003444
"ACER3",3.4594316186373,3.18903382439002,3.35614381022528,3.21412480535285,3.30012372456901,3.24184018356467
"ACHE",0.0426443374084937,0.070389327891398,0.31034012061215,0.111031312388744,0.356143810225275,0.250961573533219
"ACIN1",6.36106648879432,6.34553831007001,6.28281043957256,6.35631990971172,6.3437631221496,6.42038134119664
"ACKR3",5.1168637576909,5.26940724085404,5.5077946401987,5.08023127201926,5.12184429787638,4.98322165074267
"ACKR4",0.344828496997441,0.485426827170242,0.37851162325373,0.263034405833794,0.189033824390017,0.189033824390017
"ACLY",7.97263522073365,8.0256379121028,7.98093926608551,7.99503219247754,7.96462966672059,8.03033607837096
"ACO1",5.61941301059794,5.66277517193778,5.64616265715789,5.30085587126876,5.31505896631662,5.39300425689832
"ACO2",5.86294724802092,5.97407036702403,5.83844759254846,5.85897561429202,5.80296865100558,5.84172158112846
"ACOT1",5.40087943628218,5.37469175209693,5.19613488076516,5.30779279612989,5.15177765473205,5.25209770303744
"ACOT11",1.94860084749336,1.97085365434048,1.85598969730848,1.9560566524124,1.63691458035588,1.71808758396052
"ACOT13",5.26115467261557,5.53977919169849,5.61735726159132,5.4666271200415,5.22689381357139,5.22958792274065
"ACOT2",5.47313748777226,5.24069594421251,5.20202584460934,5.44194819050336,5.37364821133469,5.3110671022556
"ACOT4",2.75060650483559,2.19849415363908,2.16671544496642,1.98185265328974,2.06350294230616,2.02856915219677
"ACOT7",6.36141746678921,6.08151006812092,5.96231765494231,5.79233480570669,5.6724253419715,5.69460165335612
"ACOT8",5.09212284983868,5.00495075995105,5.02591469875079,5.21256933885081,4.9986468390058,5.02458563827827
"ACOT9",6.06565847093199,5.88264304936184,5.84247606299394,5.34695688937888,5.33521168170579,5.21761848535105
"ACOX1",4.28909670241999,4.36806987653208,4.19849415363908,3.8011586560937,3.89627184880738,3.95140129167431
"ACOX2",0.263034405833794,0.214124805352847,0.176322772640463,0,0,0
"ACOX3",2.22650852980868,2.4276061727819,2.18586654531133,2.39780296186249,1.99276843076892,2.37295209791183
"ACOXL",0.641546029087524,0.464668267003444,0.333423733725192,0.27500704749987,0.454175893185802,0.344828496997441
"ACP1",7.19495379593384,7.30021526322841,7.28104907673357,7.31460590126222,7.28114183367197,7.32553033156756
"ACP2",5.82807299786697,5.66049513188851,5.69571548860997,5.96069703930431,6.04897722522605,6.10726939359254
"ACP3",1.91456452349394,1.67807190511264,1.83187724119167,1.04264433740849,0.941106310946431,0.910732661902913
"ACRBP",0.722466024471091,0.790772037862,0.27500704749987,1.04264433740849,0.475084882948783,0.632268215499513
"ACRV1",0.400537929583729,0.20163386116965,0.176322772640463,0.176322772640463,0,0.0840642647884745
"ACSBG1",0.070389327891398,0.070389327891398,0.0565835283663675,0.137503523749935,0.176322772640463,0.20163386116965
"ACSBG2",0.31034012061215,0.250961573533219,0,0.189033824390017,0,0.250961573533219
"ACSF2",3.71039319217052,3.8499992594661,3.88752527074159,2.86987140617771,2.56803210477128,2.92219784839637
"ACSF3",4.38335869538511,4.01613970265525,4.21334728173344,4.44028782084042,4.34482849699744,4.24260250592898
"ACSL1",3.82781902461732,4.22727899446832,4.07296327155522,3.54349588342577,3.43295940727611,3.70043971814109
"ACSL3",5.50016467949217,5.76261457875456,5.77241355474848,5.58856473740135,5.80167602925359,5.69515867847536
"ACSL4",5.12267271882414,5.12887075946512,5.11270013274936,4.82374936030827,5.07081863753328,5.1197711619529
