"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"ANXA2R",92.6,94.22,109.2,83.6,72.61,129.11
"ANXA3",479,345,436,252,296,305
"ANXA4",1210,996,1187.93,777.75,793.87,915
"ANXA5",6604,5618,6263,4099,4254,5046
"ANXA6",3963,3329,3560,2318,2265,2693
"ANXA7",3086,2374,2701,1704,1747,2082
"ANXA8",1405.45,1230.94,1337.32,1132.87,1170.96,1415.21
"ANXA8L1",998.42,858.15,1018,844.86,824.69,989.7
"ANXA9",90.08,102.31,112.54,18.28,24.56,39.48
"AOAH",6,12,9,2,3,5
"AOC2",24,20,14,6,9,10
"AOC3",13,10,8,1,4,3
"AOPEP",275,186,226,167,136,184
"AOX1",109,83,73,43,43,58
"AP1AR",319,196,265,174,211,191
"AP1B1",2295,1757,1944.63,1338,1382.99,1607
"AP1G1",1981,1692.87,1841.02,1172.95,1138,1427.29
"AP1G2",557.06,448.31,441.87,418.24,393.56,464.72
"AP1M1",2198,1534,1766,1129,1152,1319
"AP1M2",1068,879,1003,824,771,861
"AP1S1",2484,1618,1856,1190,1098,1399
"AP1S2",335.98,336,370.89,216.91,239.94,267
"AP1S3",590.08,480.58,592.72,250.7,226.22,258
"AP2A1",3900.73,2897.81,3422.83,2205.85,1976.88,2545.92
"AP2A2",1191,788,834,659,622,782
"AP2B1",5713,5021,5452,3727,3739,4707
"AP2M1",11880,8540,9854,6730,6649,7891
"AP2S1",1539,1076,1270,861,859,980
"AP3B1",1403,1205,1457,949,993,1313
"AP3B2",5,2,0,6,5,9
"AP3D1",2791,1963,2249,1603,1488,1894
"AP3M1",2115,2011.44,2182,1405.89,1408,1619
"AP3M2",509,431,363,273,246,294
"AP3S1",759.7,504.55,684.19,337.47,322.88,384.73
"AP3S2",555.97,498.51,448.36,368.17,404.48,429.01
"AP4B1",600.07,409.5,468.4,267.48,257.05,293.79
"AP4E1",344,286,351,303,274,356
"AP4M1",811.88,561.08,564.21,435.82,407.68,499.25
"AP4S1",67,82.21,72,63.2,53.21,57.38
"AP5B1",1940,1327,1413,1037,879,1142
"AP5M1",380.82,349.07,355.97,260.39,297.22,316.56
"AP5S1",338,222,253,211,191,216
"AP5Z1",1585.57,863.3,1009,766,719,866
"APAF1",753,656,642,452,465,632
"APBA3",610,393,447,292,229,327
"APBB1",40,25,33,63,74,86
"APBB2",342,304,342,240,251,304
"APBB3",283.58,195.97,205.12,164.02,122.4,170.97
"APC",1075.69,849.7,972.86,553.16,561.22,757.95
"APC2",163,92,85,45,38,75
"APEH",3751,2761,2952,2279,2332,2797
"APEX1",3786,2989.96,3483,2462,2429,2972
"APEX2",2418,1893,2033,1124,1003,1159
"APH1A",3194.85,2391.72,2730.8,2057.67,2036.72,2487.84
"APH1B",203,208,194,125,112,155
"API5",1883.82,1550.82,1732.83,1142.12,1197.81,1489.45
"APIP",377.66,311.7,365.88,291.77,288.49,340.84
"APLF",3,8,9,0,2,2
"APLN",20,16,13,27,31,45
"APLP1",599,494,543,250,222,249
"APLP2",14461,11448,13317,7461,7223,8966
"APMAP",2299.91,1582.92,1967.92,1489,1498,1650.75
"APOBEC3B",639.97,577.71,685.93,490,464,534.94
"APOBEC3C",468,379,425,246,241,295
"APOBR",2,1,5,3,2,6
"APOE",9,6,11,6,2,7
"APOL1",10,15,24,6,8,5
"APOL2",1015,725,799,407,432,524
"APOL6",1,4,0,3,4,1
"APOLD1",214,156,186,167,157,189
"APOM",19.05,11.08,19.58,11.29,12.06,12.19
"APOO",696,586.99,601.99,245,248,288.99
"APOOL",587.92,493,581,351,348,466
"APP",15569,11487,14547,10237,9795,12758
"APPBP2",398.12,349.99,425.71,338.3,357.65,405.4
"APPL1",580,542,671,480,457,573
"APPL2",423,418,413,337,370,466
"APRT",2074,1359,1413,1055,1043,1179
"APTX",442,334,401,267,270,302
"AQP1",204,127,151,70,96,125
"AQP11",42.72,26.68,26.62,22,12.36,13.9
"AQP3",3336,2878,3466,2678,2475,3053
"AQP5",6,2,2,6,3,2
"AQP7",16,6,15,3,6,9
"AQR",952,833,964,738,759,880
"AR",374,220,297,156,184,272
"ARAF",2314.05,1619.09,1916.07,977,951.82,1171.78
"ARAP1",4271.76,2730.54,3265.6,2217.75,1872.46,2551.77
"ARAP2",255.67,216,242,165,152,179
"ARAP3",1054,819,865,512,386,588
"ARB2A",436,451.14,472,381.37,342.74,470
"ARC",55,26,41,13,12,9
"ARCN1",2684,2315,2811,1718,1681,2208
"AREG",24,8,18,20,8,6
"AREL1",705,527,569,420,446,539
"ARF1",10124.48,7521,8399,4547,4317.22,5143.67
"ARF3",8476.34,6800.74,7793.39,4987.4,4779.55,5817.01
"ARF4",2081,1810,2044,1537,1539,1730
"ARF5",1987,1560,1565,1138,1057,1223
"ARF6",1615,1009,1406,890,762,1045
"ARFGAP1",2047,1427,1433,1631,1431,1778
"ARFGAP2",1957,1367,1370,1495,1438,1613
"ARFGAP3",424,417,440,305,344,409
"ARFGEF1",925,749,915,587,565,794
"ARFGEF2",2105.93,1697.96,1868.98,1431.94,1341.95,1826.94
"ARFGEF3",61,39,44,30,20,42
"ARFIP1",382,344,370,262,302,332
"ARFIP2",2274,1728,1978,1476,1420,1707
"ARFRP1",532.31,298.74,219,345,266.76,350
"ARG2",77.65,64.36,72.4,11.63,15.46,14.75
"ARGLU1",2009,1588,1934,1754,1534.44,1975
"ARHGAP1",2388,1880,2184,1252,1258,1500
"ARHGAP10",303,226,271,180,136,201
"ARHGAP11A",1479.71,1268.72,1481.66,999.83,1096.67,1326.63
"ARHGAP11A-SCG5",31.37,5.4,31.52,19.49,11.38,15.04
"ARHGAP11B",179.41,142.58,96.63,149.37,107.06,98.36
"ARHGAP12",445,300,375,185,221,264
"ARHGAP17",740,684,832,672,652,817
"ARHGAP18",940,659,867,405,503,596
"ARHGAP19",246.18,230,260,121,125,189
"ARHGAP19-SLIT1",16.82,0,0,0,0,0
"ARHGAP20",55,61,48,30,33,52
"ARHGAP21",1270.81,1082.87,1400.93,936.92,929.45,1220.85
"ARHGAP22",3,2,5,7,6,10
"ARHGAP23",1766.02,1417.69,1594.98,1597.82,1392.97,1788.52
"ARHGAP26",31,20,17,33,31,54
"ARHGAP27",543,401,430,262,230,313
"ARHGAP28",179.01,179.52,199.62,193.13,185.79,264.76
"ARHGAP29",860,685,744,431,476,557
"ARHGAP30",15,6,16,11,11,10
"ARHGAP31",883,606,768,342,358,451
"ARHGAP32",499,458,526,313,335,458
"ARHGAP33",198.61,147,190,147.8,92,163.84
"ARHGAP35",1883,1453,1675,1286,1037,1584
"ARHGAP39",808,478,585,394,328,508
"ARHGAP4",49.43,42.88,42.89,19.79,13,15.69
"ARHGAP42",1153.82,1117.88,1542.94,781.88,748.9,949.91
"ARHGAP44",17.35,12.22,11.28,62.15,61,86
"ARHGAP45",1132.64,579.02,639.16,347.56,291.1,370.73
"ARHGAP5",743.84,663.05,755.01,454.68,457.39,649.97
"ARHGAP6",19,12,6,8,5,8
"ARHGAP8",6,0,1.57,0,1,1
"ARHGDIA",5402,3457,3961,3002,2905,3563
"ARHGDIB",11,16,11,0,3,4
"ARHGEF1",2871,1904,2152.33,1774.53,1516.08,2134.46
"ARHGEF10",1894,1586.8,1626.81,769,669.83,867
"ARHGEF10L",890,582,668,594,549,656
"ARHGEF11",2004,1481,1612,855,823,1094
"ARHGEF12",2234,1896,2325,1697,1677,2295
"ARHGEF16",1425,1013,1159,1002,889,1145
"ARHGEF17",1704.85,1296.29,1421.6,1189.24,1018.12,1427.18
"ARHGEF18",2332,1484,1421,1136,1148,1425
"ARHGEF19",737,564,532,361,284,400
"ARHGEF2",2488,1800,1922,999,875,1132
"ARHGEF28",501,396,474,272,294,394
"ARHGEF3",255,222,233,159,143,168
"ARHGEF33",56.12,34.25,50.76,41,63.29,71.56
"ARHGEF35",328.27,281.81,333.23,324.56,260.25,307.7
"ARHGEF37",155,111,102,89,71,81
"ARHGEF39",254.87,212.11,212.89,132.9,137.67,163.78
"ARHGEF4",1184.74,738.16,918.67,580.9,512.72,708.89
"ARHGEF40",699.1,503.31,538.35,176.72,172.24,208.15
"ARHGEF5",1228.62,952.69,1053.1,764.39,715.51,960.64
"ARHGEF6",65,53,61,17,12,21
"ARHGEF7",1091,835,988,731,697,939
"ARHGEF9",435.89,384,430.53,436,419.75,551.03
"ARID1A",2040.29,1545.3,1846.55,1252.51,1109.13,1664.74
"ARID1B",825.88,663.82,795.41,738.13,724.83,959
"ARID2",589,490,526,469,494,664
"ARID3A",178,108,116,25,27,39
"ARID3B",402.96,321.96,296.93,192,187,216.89
"ARID4A",265,295,297,194,196,264
"ARID4B",859,704,781,377,399,556
"ARID5A",194,131,150,53,45,69
"ARID5B",718,785,1071.66,593.47,562.34,698.88
"ARIH1",1336.21,1207.98,1411.45,760.5,767.16,943
"ARIH2",1535.99,1098.8,1211.14,854.82,854.22,1036.02
"ARK2C",54,40,26,67,52,91
"ARK2N",411,293,379,264,249,310
"ARL1",771,778,896,518,559,657
"ARL13B",495,432,440,323,330,432
"ARL14EP",228,219,271,188,222,245
"ARL14EPL",5,4,4,0,1,1
"ARL15",161,174,197,85,85,112
"ARL16",355,259,265,188,174,225
"ARL17A",693.9,646.66,570.29,608.87,415.12,594.76
"ARL17B",249.03,227.62,137.53,112.67,184.2,212.1
"ARL2",989,698,739,611,617,751
"ARL2BP",1058.83,1030.25,1094.51,636.22,623.76,685.06
"ARL3",682,607,632,418,422,439
"ARL4A",858,823,1594,525,484.28,605
"ARL4C",68,46,79.95,28,41,43
"ARL4D",555,361,386,230,239,262
"ARL5A",383,297,359.99,312,335.71,387
"ARL5B",420,370,435,281,319,372
"ARL6",109,87,114,66,64.84,73
"ARL6IP1",1815.5,1704.7,2183.83,1192.57,1271.56,1441.74
"ARL6IP4",1717.76,1165.24,1334.49,1024.64,990.96,1109.32
"ARL6IP5",1522,1265,1478,1040,1053,1267
"ARL6IP6",483,303,373.29,320,291,387.6
"ARL8A",693.99,590.99,578,336.99,316,395
"ARL8B",1351,1178,1308,929,941,1164
"ARLN",625,544,560,384,372.77,411.99
"ARMC1",943,752,856,612,615,723
"ARMC10",707.16,608.31,619.87,462.82,530.38,601.26
"ARMC12",3,1,2,3,0,1
"ARMC2",18,23,12,22,25,17
"ARMC5",282.35,183.21,228.1,151.79,142.35,156.9
"ARMC6",1143,732.58,762.77,671.73,667.44,732
"ARMC7",274,184,203,171,184,185
"ARMC8",498,443,470,415,440,472
"ARMC9",297,269,252.66,255,267,323.26
"ARMCX2",4,8,4,1,2,0
"ARMCX3",1263.03,1116.72,1136,697.29,677,852
"ARMCX5",492.33,397.54,451.03,255.25,236.93,307.75
"ARMCX5-GPRASP2",25.22,10.49,25.03,25.77,12.97,12.04
"ARMCX6",383.57,320.87,289.54,292.74,255.59,323.24
"ARMH1",11,7,10,7,3,10
"ARMH3",484,422,428,299,263,377
"ARMT1",700,610,691,390,440,476
"ARNT",1402,1331,1450,988,952,1195
"ARNT2",409.08,160,181.03,11,16,32
"ARPC1A",3418.42,2532.73,2574.39,1737.06,1672.08,2039.47
"ARPC1B",5706.48,4001.95,4503.41,2792.34,2540.69,3062.48
"ARPC2",2513.92,1832,2130,1378.99,1314.9,1728.26
"ARPC3",2856.94,2408.84,2719.94,1667.95,1799.27,2076.22
"ARPC4",2486.25,1840.93,1917.75,1337.15,1275.08,1454.22
"ARPC4-TTLL3",0,0,8.95,5.97,6.62,3.48
"ARPC5",3384,2776,3164,1776,1806,2164
"ARPC5L",1874.79,1157.73,1234,941.2,840.58,963.07
"ARPIN",1567.5,1241.52,1234.73,1045.4,1020.77,1263.83
"ARPIN-AP3S2",558.53,357.97,468.91,407.42,352.74,430.16
"ARPP19",2290.75,2072.3,2374.27,1573.3,1536.56,1960.54
"ARRB1",2154.14,1376.53,1474.58,668.76,658.92,862.56
"ARRB2",980,797,878,748,648,744
"ARRDC1",1300.82,849.52,972.06,519.96,460.09,574.81
"ARRDC2",543.98,388,431,358,290,357
"ARRDC3",939,760,876,410,425,522
"ARRDC4",98,94,86,39,46,75
"ARSA",873,583,705,272,230,305
"ARSB",453,442,552,304,297,355
"ARSD",395.03,350,318,227.32,184,237
"ARSG",264.25,209.1,232.01,223.86,242.01,295.06
"ARSJ",96,67,74,67,54,66
"ARSK",200,191,194,127,134,196
"ARSL",630,532,698,263,233,282
"ART1",11.26,18.61,35.33,4.61,2.94,4.11
"ART5",4,6,9,3,2,1
"ARTN",42,29,37,10,7,13
"ARV1",454,397,432,221,267,288
"ARVCF",167,104,113,94,93,123
"ARX",6,14,7,1,1,0
"ASAH1",1418.75,1193.34,1376.09,495.77,558.73,643.64
"ASAH2",2.32,2.41,3,3,1,4
"ASAP1",1890,1692,1976,1386,1280.98,1791
"ASAP2",794.5,679.71,764.98,678.02,627.46,879.47
"ASAP3",495,436,462,276,303,342
"ASB1",261,221,172,179,145,187
"ASB13",470,315,302,255,232,294
"ASB14",6,4,5,3,2,6
"ASB16",118.93,57.4,48.39,42.36,41.04,65.48
"ASB3",522,419,484,322,358,430
"ASB6",1106.86,783.74,766.54,798.34,708.94,866.93
"ASB7",589,411,541,390,352,477
"ASB8",507.68,417.76,451.36,304.95,387.07,376.25
"ASB9",15,15,17,9,6,14
"ASCC1",876.81,674.99,835.21,540.43,587.16,669.64
"ASCC2",1054,812,961,556,582,668
"ASCC3",1278,1062,1169,860,823,1137
"ASDURF",6.32,33.06,43.4,38.77,19.3,34.75
"ASF1A",455,414,455,267,321,393
"ASF1B",5104,3701,4077,2846,2602,3281
"ASH1L",1413.84,1183,1288.92,733.89,656,986
"ASH2L",1435,1263.05,1336,607,625,746.92
"ASIC1",113,78,102,254,286,311
"ASIC3",194.76,118.76,154.82,66.12,42.86,63
"ASL",1564.11,987.24,1023,692,636,787
"ASMTL",310.88,163.1,205.32,192.96,150.76,197.48
"ASNS",1304,750.99,793,500,547.97,638
"ASNSD1",621.68,564.94,538.92,389.23,400.7,492.25
"ASPG",3,1,2,7,1,7
"ASPH",7278.84,5494.17,6419,2720.37,2451,3305.77
"ASPHD1",598,317,366,310,289,358
"ASPHD2",3,6,5,0,3,4
"ASPM",1584,1537,1607,1102,1146,1544
"ASPSCR1",658,485,508,350,310,391
"ASRGL1",148.67,114,133,182.56,183.82,180.86
"ASS1",42513,39413,46176,21140,19470.91,22714
"ASTE1",295.52,232.37,239.37,161.78,136.15,205.87
"ASTN2",98,85,81,69,57,73
"ASXL1",2966,2283,2620,1986,1698,2356
"ASXL2",967,845,933,645,586,841
"ASZ1",9,7,11,2,14,10
"ATAD1",900.49,695,815,683,739,863
"ATAD2",3934.2,3544,3965.77,2635,2579,3330
"ATAD2B",325,279.23,319.91,241.58,230.12,299
"ATAD3A",2779.13,1789.48,2004.44,1587.43,1431.72,1835.47
"ATAD3B",1290.87,852.29,892.56,613.51,600.23,732.48
"ATAD5",710.55,593.9,734,457.68,480.33,648
"ATAT1",129,112,70,73,48,71
"ATE1",345.76,307,344.75,238,230,343.91
"ATF1",898,726,888,648,643,828
"ATF2",534.88,431.93,532.98,392.94,378,444.17
"ATF3",631,634,1593,817,756,842
"ATF4",4966.97,2927,4147,2940.98,2897.95,3360.97
"ATF5",395.4,277.86,355.04,192.56,232.43,225.52
"ATF6",1505,1197,1564,701,824,1021
"ATF6B",1952,1447,1729,1238.96,1091,1380
"ATF7",1486.86,1341.39,1570,941.75,860.31,1220.1
"ATF7-NPFF",18.85,6.61,0,7.25,12.85,6.9
"ATF7IP",363,281,348,218,271,311
"ATF7IP2",22,5,8,9,17,23
"ATG10",185.13,147,176.78,113.08,88,136
"ATG101",1350.92,861.7,1087.97,619.8,595.94,712.69
"ATG12",748.3,604.45,633.81,492.53,490.12,621.27
"ATG13",1715.28,1387.82,1592.98,1187.4,1164.16,1452.67
"ATG14",378,323,364,218,189,262
"ATG16L1",526,417,365,268,244,380
"ATG16L2",187.56,146.86,123.56,127.45,107.61,137.88
"ATG2A",2137,1259,1409,1168,1057,1346
"ATG2B",462,382,472,365,342,465
"ATG3",1713,1413,1584,1104,1160,1383
"ATG4A",291,262,282,182,186,183
"ATG4B",645,481,497,401,361,437
"ATG4C",207,174,225,146,195,211
"ATG4D",486.38,334.57,336.8,252.05,206.38,275.87
"ATG5",611,481,537,383,429,458
"ATG7",419.3,307.86,312.41,230.83,247.55,273.29
"ATG9A",2531.4,1808,1991.25,1511.06,1474.09,1794.32
"ATG9B",6.33,4,2,4,1,1
"ATIC",1504,1242,1364,1058,1072,1340
"ATL1",129,127.05,159.22,72.26,77.03,86.02
"ATL2",752,644,684,506,458,568
"ATL3",2284,1911.97,2215,1263,1284.97,1601
"ATM",942.99,769.99,840,584,522,805
"ATMIN",1043,795,906.99,628,670,795.98
"ATN1",5563,4274,5540,3189.96,2748,3923
"ATOH1",3,6,2,4,8,3
"ATOH7",9,19,5,3,7,3
"ATOH8",55.69,50,56,39,38,47
"ATOSA",392,332,364.74,210,246,278
"ATOSB",487,289,378,190,177,221
"ATOX1",485,327,350,242.2,250,273
"ATP10D",396,328.15,414.23,203,223,271.56
"ATP11A",2352,1784,1907,1504,1348,1983
"ATP11B",731,656,695,441,438.87,540
"ATP11C",1143,893,1095,527,486,626
"ATP13A1",2044,1370,1662,1164,1029,1426
"ATP13A2",1143,790.15,861.97,687,700.17,867
"ATP13A3",1543,1289,1413,976,1051,1226
"ATP1A1",11727.64,8127.55,9951.24,5122.33,5103.16,6214.2
"ATP1A2",3,4,2,2,0,0
"ATP1B1",7007.7,5249.96,6618.79,2925.6,2908.45,3767.02
"ATP1B3",5379,4341,5368,2833,2814,3282
"ATP23",116,102,99,60,81,70
"ATP2A1",32,33,35,27,36,45
"ATP2A2",8854.43,6745.48,8235.26,4760.3,4581.42,5831.49
"ATP2A3",626,396,385,271,231,326
"ATP2B1",2134,1481,1793,1246,1213,1609
"ATP2B4",2240,1925,2355,802,735,1025
"ATP2C1",2412.48,2037.63,2489.63,1634.84,1592.85,1999.13
"ATP2C2",9,6,4,2.26,2,3
"ATP5F1A",7147,5795,6426,4897,4876,5648
"ATP5F1B",27340,20868,22777,15954,15921,17588
"ATP5F1C",1992,1740,1957,1182,1384.99,1468
"ATP5F1D",1784,1222,1361,1019,913,1114
"ATP5F1E",3339.88,2752.94,2867.96,2268,2212.99,2578.98
"ATP5IF1",2290.94,1787.64,2051,1319.52,1223,1433.16
"ATP5MC1",1664,1250,1256,906,917,987
"ATP5MC2",4141,3461,3875,2913,2785,3174
"ATP5MC3",3180,2579,2826,1858,1803,2053
"ATP5ME",678.83,432.89,447.86,515.63,465.81,510.57
"ATP5MF",2988.15,2244.94,2519.01,1787.26,1780.07,2003.95
"ATP5MF-PTCD1",0,112.99,106.43,69.63,0.03,36.62
"ATP5MG",2016,1454.46,1562.5,1134.11,1137.9,1272.14
"ATP5MJ",1502,1125,1268,792,855,966
"ATP5MK",1205,1077,1071,650.96,672.99,799.89
"ATP5PB",3721.55,3070.66,3318.4,2232.68,2309.7,2581.47
"ATP5PD",1721,1398,1523,1004,1116,1174
"ATP5PF",1682.5,1377.46,1543.48,1058.47,1132.06,1231.36
"ATP5PO",2876.76,2318.92,2598,1723,1689.92,1950
"ATP6AP1",4210,3166,3524,2329,2158.83,2793
"ATP6AP2",2311,1828.99,2253,1080,1004,1258
"ATP6V0A1",975,725,761,539,450,585
"ATP6V0A2",381,300,348.74,315.62,260.89,353.81
"ATP6V0A4",102,86,99,60,67,77
"ATP6V0B",2949,1812,2122,1550,1422,1606
"ATP6V0C",2833.9,2141.46,2330.57,1486.98,1468.79,1792.62
"ATP6V0D1",1463,1079,1145,811,823,900
"ATP6V0E1",2681,2073,2389,1280,1294,1470
"ATP6V1A",2789,2128,2396,1495,1571,1915
"ATP6V1B1",1,3,3,5,4,2
"ATP6V1B2",1759.31,1164.63,1359,698,683,852
"ATP6V1C1",1363,1048,1222,817,936,1025
"ATP6V1C2",22.75,18.59,32.17,19.69,14.12,12.89
"ATP6V1D",1245,975,1088,755,758,855
"ATP6V1E1",2015,1614,1800,1090,1204,1342
"ATP6V1E2",120.39,69,80,56,51.09,70.65
"ATP6V1F",1856,1312,1506,1088,1077,1288
"ATP6V1G1",1547,1228,1402,850,893,1023
"ATP6V1G2",6,9,4,4,5.51,4
"ATP6V1G2-DDX39B",27.77,0,12.32,0,8.25,11.57
"ATP6V1H",794,596,690,302,332,379
"ATP7A",824.44,653.9,724.69,257.65,235,355.07
"ATP7B",38,30,27,131,129,190
"ATP8A1",20,43,68,67,59,79
"ATP8B1",79.68,69,53.52,22,28.47,56.86
"ATP8B2",1201,963,1049,371,364,462
"ATP8B3",283,184,235,124,91,162
"ATP8B4",27.41,17,27,6.14,6.29,9
"ATP9A",2688,2441,2921,2340,2200,2835
"ATP9B",228,181,208,126,120,146
"ATPAF1",828,725,761,537,531,594
"ATPAF2",247,171.97,208,169,156,188
"ATPSCKMT",361,301,330,209,189,248
"ATR",951,738,803,492,534,698
"ATRAID",1367.17,1129.95,1262.99,787.91,878.78,993.42
"ATRIP",813.59,601.6,653.26,583.84,452.39,594.84
"ATRN",588,460,514,454,403,593
"ATRX",1318,1022,1352,1029,907,1310
"ATXN1",411,284.05,326,186,150,226
"ATXN10",1062.12,943.38,1082.84,962.31,902.65,1036.41
"ATXN1L",1291,1017.13,1081.98,802.05,726,1004.99
"ATXN2",703,610,695,539,491,668
"ATXN2L",3127.41,2209.26,2592.98,2039.71,1795.72,2418.75
"ATXN3",170,145,163,122,103,144
"ATXN7",547,487,500,370,323,467.68
"ATXN7L1",169,138,163,105,106,156
"ATXN7L2",112,74,76,93,70,92
"ATXN7L3",1884.81,1313.91,1444,1029.85,899.39,1190.72
"ATXN7L3B",1897.83,1447.47,1538.64,1061.12,1048.45,1275.3
"AUH",81,45,61,56,56,85
"AUNIP",355.35,322.95,351.71,278.26,282.27,284.81
"AUP1",2140,1439,1715,1260,1280,1421
"AURKA",1155,973,1113,761,879,983.99
"AURKAIP1",2207,1345,1461,1101,1043,1205
"AURKB",1565,1194.51,1377,818,736,923
"AURKC",19,12,11,0,0,1
"AUTS2",1199,904,1040,518,501,693
"AVEN",154,105,152,145,130,176
"AVIL",19.1,24,12,8.13,7.07,12.15
"AVL9",1360.89,1050.86,1112.67,725.28,673.52,936.34
"AVPI1",2346,1667,2100,1256,1176,1388
"AVPR2",10,6,6,2,3,8
"AXIN1",1008,651,776,679,543,725
"AXIN2",247,227,235,99,84,121
"AXL",3381,2458,2847,2196,2108,2749
"AZI2",462.44,332.7,416.37,292.71,324.89,385.97
"AZIN1",1588.68,1269.78,1318.92,1224.45,1178.59,1395.29
"B2M",14904,12637,14544,9603,9972,10987
"B3GALNT2",1073.46,822.31,931.93,601.31,580.61,744
"B3GALT1",3.48,3,4,3,3,2
"B3GALT4",56,39,54,27,28,44
"B3GALT6",940,597,660,550,434,610
"B3GALT9",165,114,115,78,99,99
"B3GAT2",5.66,9.05,13.1,7.96,11.95,9.28
"B3GAT3",856,555,649.99,363,338,398
"B3GLCT",295,239,257,173,179,228
"B3GNT2",500,358,473,330,326,382
"B3GNT3",916,597,732,133,163,203
"B3GNT4",98.11,57.68,55.34,43.1,39.75,53.7
"B3GNT5",222.53,182.88,220.48,91.26,85.52,128.17
"B3GNT6",11,2,3,2,0,2
"B3GNT7",1,0,4,1,3,1
"B3GNT8",5,5,4,4,3,6
"B3GNT9",811.7,563.78,696.77,462.33,437.94,516.31
"B3GNTL1",299.36,197.42,221.52,59.31,55.65,72.7
"B4GALNT1",759,533,613,617,542,733
"B4GALNT2",3,3,2,1,1,0
"B4GALNT4",262,159,173,232,208,229
"B4GALT1",3378.9,2807.85,3347.94,2103.91,2117.95,2520.98
"B4GALT2",2777,2251,2427,2350,2236,2723
"B4GALT3",1000.53,699,868.9,407,475,557
"B4GALT4",1276,919,1093,455,498,539
"B4GALT5",1458,1201,1205,946,806,1148
"B4GALT6",116,86,110,119,131,148
"B4GALT7",390,252,296,239,222,279
"B4GAT1",474.41,344,415.76,363.52,384,427.42
"B9D1",471.84,368.42,376.56,328.24,273.65,326.69
"B9D2",115.85,64,65,49,64.81,55
"BABAM1",1861.55,1373.01,1436.79,1077,1036.02,1215.49
"BABAM2",416,389,468,328,315,392
"BACC1",351.38,286.51,308.84,238.81,222.9,214.11
"BACE1",1170.63,974.69,1169.81,469.62,451.48,567.32
"BACE2",16506,13808,16048,13700,13079,16593
"BACH1",855,604,700,485,463,680
"BACH2",15,4,19,14,9,10
"BAD",989.87,644.66,750.65,493,482.65,573.15
"BAG1",2185.11,1866.32,2269.58,2208.58,2161.07,2461.03
"BAG2",1360.21,1118.81,1188.01,796.06,827.18,1010.04
"BAG3",777,651,673.98,519,475,586.99
"BAG4",488,382.46,421,189.51,174.44,238
"BAG5",1064,929,1054,739,754,889
"BAG6",5885.95,4509.92,4994.42,3382.71,3250.94,4261.81
"BAHCC1",2650,1946,2068,1539,1187,1736
"BAHD1",1288,904.9,965.99,617.98,563,735.66
"BAIAP2",1021.49,602.68,711.01,510.17,479.71,634.05
"BAIAP2L1",2018.65,1540.49,1782.66,1274.59,1229.05,1481.56
"BAIAP2L2",291,207,228,211,164,240
"BAIAP3",89.88,51.43,35.41,38.26,39.34,63.47
"BAK1",869.99,575,515,564,579.91,667
"BAMBI",343,276,318,182,160,205
"BANF1",2766.68,1968.65,2304.86,1794.67,1731.98,1960.92
"BANP",315.89,226.54,239.85,182.49,169.62,193.78
"BAP1",1968,1412,1614,1128,1096,1286
"BARD1",446,421,429,363,327,394
"BARX1",3,3,3,2,6,2
"BASP1",17152,14174,17699,10164,9475,11803
"BATF3",90,57,45,51,45,62
"BAX",592,407,468,302,304,342
"BAZ1A",972.69,836.72,923.84,708.75,706.98,910.63
"BAZ1B",3817,3117,3683,2979,2849,3665.48
"BAZ2A",3840.01,3154.18,3441.38,2443.89,2182.13,3007.42
"BAZ2B",82.63,57.78,70.25,76.67,77.66,109.85
"BBC3",178,135,115,85,81,105
"BBIP1",263.46,178.99,252.57,115,154.95,160.94
"BBLN",748,519,564,460,459,512
"BBOF1",50.73,64.29,70.36,35.71,48.7,45.26
"BBS1",785.47,608.69,536.88,385.12,372.5,530.5
"BBS10",252,230,236,188,162,215
"BBS12",97,74,63,45,41,47
"BBS2",778.91,589.97,644.29,538.08,495.97,625.79
"BBS4",728,601,579,376,365,435
"BBS5",8.83,5,2,17,14,15
"BBS7",284,216,233,164,146,198
"BBS9",215,199,215,166,137,173
"BBX",1944,1790,2179,1243,1267,1643
"BCAM",353,359,404,344,318,403
"BCAN",22.37,33.52,29.21,24.49,19.97,30.91
"BCAP29",711.71,648.58,697.77,477.24,486.36,543.14
"BCAP31",3299.21,2019.09,2260.99,1394,1345,1591.89
"BCAR1",2402,1638,1856,1297,1247,1604
"BCAR3",826.99,501.98,651.97,463.97,421.97,558
"BCAS2",767,642,719,428,431,506
"BCAS3",178,176,200,207.98,147,225
"BCAS4",3,7,3,6,5,7
"BCAT2",1109.85,693.08,783,550.45,553.19,654.7
"BCCIP",771.89,607.86,641.6,393.58,429.41,527.64
"BCDIN3D",205.86,155.14,165.08,93.75,94.42,101.31
"BCKDHA",1703,1408.12,1577,1070,983,1256
"BCKDHB",126,133,163,103,95,126
"BCKDK",932,691,770,512,458,628
"BCL10",249.49,218.21,237.76,128.59,138.79,195.6
"BCL11A",12,4,10,0,0,0
"BCL2",216,175,226,130,114,158
"BCL2L1",1360.7,946.77,1195,844.57,758.44,923
"BCL2L11",741.88,682.7,738.32,424.92,425.13,503.23
"BCL2L12",769.93,540.57,550.8,399.66,378.63,398.31
"BCL2L13",1729,1502,1610,1158,1129,1396
